legislation_id,congress,legislation_type,legislation_number,matched_keywords,category
113_h.r.83,113,hr,hr83,china|chinese|people's republic of china|people's liberation army,bill
113_h.r.221,113,hr,hr221,china,bill
113_h.r.419,113,hr,hr419,china,bill
113_h.r.633,113,hr,hr633,chinese|prc,bill
113_h.r.714,113,hr,hr714,china|chinese|people's republic of china,bill
113_h.r.772,113,hr,hr772,china,bill
113_h.r.933,113,hr,hr933,china|chinese|people's republic of china,bill
113_h.r.1128,113,hr,hr1128,china,bill
113_h.r.1673,113,hr,hr1673,china,bill
113_h.r.1692,113,hr,hr1692,china,bill
113_h.r.1881,113,hr,hr1881,china|people's republic of china,bill
113_h.r.1923,113,hr,hr1923,china|prc,bill
113_h.r.1960,113,hr,hr1960,china,bill
113_h.r.2131,113,hr,hr2131,china|chinese|people's republic of china,bill
113_h.r.2281,113,hr,hr2281,china|people's republic of china,bill
113_h.r.2333,113,hr,hr2333,china,bill
113_h.r.2674,113,hr,hr2674,china,bill
113_h.r.2690,113,hr,hr2690,prc,bill
113_h.r.2748,113,hr,hr2748,prc,bill
113_h.r.2787,113,hr,hr2787,china|chinese,bill
113_h.r.2855,113,hr,hr2855,china|people's republic of china|people's liberation army,bill
113_h.r.3296,113,hr,hr3296,china,bill
113_h.r.3304,113,hr,hr3304,china|people's republic of china,bill
113_h.r.3547,113,hr,hr3547,china|chinese|prc|people's republic of china|people's liberation army,bill
113_h.r.3979,113,hr,hr3979,china|people's republic of china,bill
113_h.r.4174,113,hr,hr4174,prc,bill
113_h.r.4178,113,hr,hr4178,china|chinese,bill
113_h.r.4278,113,hr,hr4278,china,bill
113_h.r.4433,113,hr,hr4433,china,bill
113_h.r.4435,113,hr,hr4435,china|chinese|people's republic of china|people's liberation army,bill
113_h.r.4458,113,hr,hr4458,china,bill
113_h.r.4495,113,hr,hr4495,china|chinese|people's liberation army,bill
113_h.r.4660,113,hr,hr4660,china|chinese,bill
113_h.r.4792,113,hr,hr4792,prc,bill
113_h.r.4800,113,hr,hr4800,china,bill
113_h.r.4847,113,hr,hr4847,china,bill
113_h.r.4851,113,hr,hr4851,china|chinese|people's republic of china,bill
113_h.r.4923,113,hr,hr4923,china,bill
113_h.r.5013,113,hr,hr5013,china|people's republic of china|people's liberation army,bill
113_h.r.5103,113,hr,hr5103,china|chinese|chinese communist party,bill
113_h.r.5379,113,hr,hr5379,china|chinese|people's republic of china,bill
113_h.r.5696,113,hr,hr5696,china,bill
113_h.res.65,113,hres,hres65,china,simple_res
113_h.res.245,113,hres,hres245,china|chinese|people's republic of china|beijing,simple_res
113_h.res.281,113,hres,hres281,china|prc|people's republic of china|communist party of china,simple_res
113_h.res.327,113,hres,hres327,china|prc,simple_res
113_h.res.597,113,hres,hres597,china|chinese|people's republic of china,simple_res
113_h.res.599,113,hres,hres599,china|chinese|people's republic of china,simple_res
113_h.res.643,113,hres,hres643,china|prc|people's republic of china|people's liberation army,simple_res
113_h.res.704,113,hres,hres704,china,simple_res
113_h.res.714,113,hres,hres714,china,simple_res
113_h.res.751,113,hres,hres751,china|chinese,simple_res
113_s.17,113,s,s17,china|people's republic of china,bill
113_s.107,113,s,s107,china,bill
113_s.163,113,s,s163,china|people's republic of china,bill
113_s.169,113,s,s169,chinese|prc,bill
113_s.293,113,s,s293,chinese|prc,bill
113_s.310,113,s,s310,china|chinese|people's republic of china,bill
113_s.617,113,s,s617,china,bill
113_s.703,113,s,s703,china|prc,bill
113_s.744,113,s,s744,china|prc,bill
113_s.960,113,s,s960,china,bill
113_s.1021,113,s,s1021,china,bill
113_s.1111,113,s,s1111,china|people's republic of china,bill
113_s.1197,113,s,s1197,china|people's republic of china,bill
113_s.1309,113,s,s1309,china,bill
113_s.1372,113,s,s1372,china|prc|people's republic of china|people's liberation army,bill
113_s.1468,113,s,s1468,china,bill
113_s.1486,113,s,s1486,prc,bill
113_s.1765,113,s,s1765,china,bill
113_s.2410,113,s,s2410,china,bill
113_s.2436,113,s,s2436,prc,bill
113_s.2499,113,s,s2499,china|people's republic of china|people's liberation army,bill
113_s.2667,113,s,s2667,china,bill
113_s.2911,113,s,s2911,china,bill
113_s.2922,113,s,s2922,china,bill
113_s.res.167,113,sres,sres167,china|prc,simple_res
113_s.res.361,113,sres,sres361,china|people's republic of china,simple_res
113_s.res.412,113,sres,sres412,china,simple_res
113_s.res.451,113,sres,sres451,china|chinese|beijing,simple_res
113_s.res.482,113,sres,sres482,china,simple_res
113_s.res.601,113,sres,sres601,china|people's republic of china,simple_res
114_h.amdt.1076,114,hamdt,hamdt1076,pla,amendment
114_h.con.res.78,114,hconres,hconres78,china|chinese,concurrent_res
114_h.con.res.88,114,hconres,hconres88,china,concurrent_res
114_h.con.res.114,114,hconres,hconres114,china,concurrent_res
114_h.j.res.56,114,hjres,hjres56,china|people's republic of china,joint_res
114_h.j.res.66,114,hjres,hjres66,china,joint_res
114_h.r.213,114,hr,hr213,chinese,bill
114_h.r.616,114,hr,hr616,china|chinese,bill
114_h.r.962,114,hr,hr962,china|chinese|people's republic of china,bill
114_h.r.1112,114,hr,hr1112,china|chinese|people's republic of china,bill
114_h.r.1159,114,hr,hr1159,china,bill
114_h.r.1735,114,hr,hr1735,china|people's republic of china,bill
114_h.r.1797,114,hr,hr1797,china,bill
114_h.r.2029,114,hr,hr2029,china|chinese|people's republic of china,bill
114_h.r.2152,114,hr,hr2152,china,bill
114_h.r.2242,114,hr,hr2242,china,bill
114_h.r.2441,114,hr,hr2441,china|chinese,bill
114_h.r.2596,114,hr,hr2596,china,bill
114_h.r.2621,114,hr,hr2621,china|chinese|people's republic of china,bill
114_h.r.2685,114,hr,hr2685,china,bill
114_h.r.2701,114,hr,hr2701,china|people's republic of china,bill
114_h.r.2772,114,hr,hr2772,china|people's republic of china,bill
114_h.r.3049,114,hr,hr3049,china,bill
114_h.r.3199,114,hr,hr3199,china,bill
114_h.r.3457,114,hr,hr3457,china,bill
114_h.r.3460,114,hr,hr3460,china,bill
114_h.r.3662,114,hr,hr3662,china,bill
114_h.r.4036,114,hr,hr4036,china,bill
114_h.r.4127,114,hr,hr4127,china,bill
114_h.r.4452,114,hr,hr4452,china,bill
114_h.r.4501,114,hr,hr4501,chinese,bill
114_h.r.4548,114,hr,hr4548,china|people's republic of china,bill
114_h.r.4909,114,hr,hr4909,china|chinese,bill
114_h.r.4927,114,hr,hr4927,china|people's republic of china,bill
114_h.r.5054,114,hr,hr5054,china,bill
114_h.r.5181,114,hr,hr5181,china,bill
114_h.r.5200,114,hr,hr5200,china,bill
114_h.r.5370,114,hr,hr5370,china|chinese|people's republic of china,bill
114_h.r.5393,114,hr,hr5393,china|chinese,bill
114_h.r.5714,114,hr,hr5714,prc,bill
114_h.r.5890,114,hr,hr5890,china,bill
114_h.r.5912,114,hr,hr5912,china|people's republic of china,bill
114_h.r.6243,114,hr,hr6243,china,bill
114_h.res.94,114,hres,hres94,china|chinese,simple_res
114_h.res.337,114,hres,hres337,china,simple_res
114_h.res.343,114,hres,hres343,china|chinese|people's republic of china|communist party of china,simple_res
114_h.res.584,114,hres,hres584,china|chinese|people's republic of china,simple_res
114_h.res.631,114,hres,hres631,china,simple_res
114_h.res.752,114,hres,hres752,china|chinese|national people's congress,simple_res
114_h.res.830,114,hres,hres830,china|people's republic of china,simple_res
114_h.res.891,114,hres,hres891,china,simple_res
114_s.66,114,s,s66,china,bill
114_s.153,114,s,s153,chinese,bill
114_s.181,114,s,s181,china|chinese|people's republic of china,bill
114_s.754,114,s,s754,china,bill
114_s.1118,114,s,s1118,china,bill
114_s.1356,114,s,s1356,china|people's republic of china,bill
114_s.1376,114,s,s1376,china,bill
114_s.1635,114,s,s1635,china,bill
114_s.1705,114,s,s1705,china,bill
114_s.1725,114,s,s1725,china|prc|people's republic of china,bill
114_s.2051,114,s,s2051,prc,bill
114_s.2076,114,s,s2076,china,bill
114_s.2086,114,s,s2086,china,bill
114_s.2130,114,s,s2130,china,bill
114_s.2385,114,s,s2385,china,bill
114_s.2451,114,s,s2451,china,bill
114_s.2692,114,s,s2692,china,bill
114_s.2865,114,s,s2865,china,bill
114_s.2906,114,s,s2906,china|people's republic of china,bill
114_s.2937,114,s,s2937,china,bill
114_s.2943,114,s,s2943,china|chinese,bill
114_s.3010,114,s,s3010,china|chinese|people's republic of china,bill
114_s.3117,114,s,s3117,china|people's republic of china,bill
114_s.3448,114,s,s3448,china,bill
114_s.3469,114,s,s3469,china,bill
114_s.3509,114,s,s3509,china|chinese|people's republic of china,bill
114_s.con.res.30,114,sconres,sconres30,china,concurrent_res
114_s.con.res.38,114,sconres,sconres38,china,concurrent_res
114_s.j.res.19,114,sjres,sjres19,china|people's republic of china,joint_res
114_s.res.153,114,sres,sres153,china,simple_res
114_s.res.163,114,sres,sres163,china,simple_res
114_s.res.183,114,sres,sres183,china,simple_res
114_s.res.224,114,sres,sres224,china,simple_res
114_s.res.262,114,sres,sres262,china|beijing,simple_res
114_s.res.370,114,sres,sres370,china,simple_res
114_s.res.526,114,sres,sres526,china,simple_res
114_s.res.535,114,sres,sres535,china,simple_res
114_s.res.564,114,sres,sres564,china,simple_res
115_h.amdt.653,115,hamdt,hamdt653,chinese|chinese communist party,amendment
115_h.amdt.838,115,hamdt,hamdt838,chinese,amendment
115_h.con.res.67,115,hconres,hconres67,china|chinese|people's republic of china,concurrent_res
115_h.con.res.89,115,hconres,hconres89,china|chinese|people's republic of china,concurrent_res
115_h.con.res.124,115,hconres,hconres124,china,concurrent_res
115_h.r.244,115,hr,hr244,china|chinese|people's republic of china,bill
115_h.r.392,115,hr,hr392,chinese,bill
115_h.r.756,115,hr,hr756,prc,bill
115_h.r.1048,115,hr,hr1048,china|people's republic of china,bill
115_h.r.1407,115,hr,hr1407,china|people's republic of china,bill
115_h.r.1415,115,hr,hr1415,china,bill
115_h.r.1552,115,hr,hr1552,pla,bill
115_h.r.1625,115,hr,hr1625,china|chinese|prc|people's republic of china,bill
115_h.r.1644,115,hr,hr1644,china,bill
115_h.r.1781,115,hr,hr1781,china,bill
115_h.r.1852,115,hr,hr1852,chinese,bill
115_h.r.1872,115,hr,hr1872,china|chinese|people's republic of china,bill
115_h.r.2061,115,hr,hr2061,china|chinese,bill
115_h.r.2176,115,hr,hr2176,china,bill
115_h.r.2358,115,hr,hr2358,china|chinese,bill
115_h.r.2397,115,hr,hr2397,chinese,bill
115_h.r.2537,115,hr,hr2537,china,bill
115_h.r.2621,115,hr,hr2621,china|chinese,bill
115_h.r.2756,115,hr,hr2756,china,bill
115_h.r.2810,115,hr,hr2810,china|chinese,bill
115_h.r.3085,115,hr,hr3085,china,bill
115_h.r.3180,115,hr,hr3180,china,bill
115_h.r.3219,115,hr,hr3219,china|people's republic of china,bill
115_h.r.3233,115,hr,hr3233,china,bill
115_h.r.3261,115,hr,hr3261,china,bill
115_h.r.3267,115,hr,hr3267,china|chinese,bill
115_h.r.3268,115,hr,hr3268,china|prc|people's republic of china,bill
115_h.r.3337,115,hr,hr3337,china,bill
115_h.r.3354,115,hr,hr3354,china|chinese|prc|people's republic of china,bill
115_h.r.3362,115,hr,hr3362,china|people's republic of china,bill
115_h.r.3776,115,hr,hr3776,china,bill
115_h.r.3810,115,hr,hr3810,china,bill
115_h.r.3856,115,hr,hr3856,china,bill
115_h.r.3960,115,hr,hr3960,china|chinese,bill
115_h.r.4017,115,hr,hr4017,china,bill
115_h.r.4027,115,hr,hr4027,china|chinese,bill
115_h.r.4123,115,hr,hr4123,china,bill
115_h.r.4235,115,hr,hr4235,china|people's republic of china,bill
115_h.r.4393,115,hr,hr4393,china|people's republic of china,bill
115_h.r.4747,115,hr,hr4747,china,bill
115_h.r.4822,115,hr,hr4822,china,bill
115_h.r.4884,115,hr,hr4884,china,bill
115_h.r.4924,115,hr,hr4924,china,bill
115_h.r.5394,115,hr,hr5394,china,bill
115_h.r.5515,115,hr,hr5515,china|chinese,bill
115_h.r.5592,115,hr,hr5592,china,bill
115_h.r.5621,115,hr,hr5621,china,bill
115_h.r.6001,115,hr,hr6001,china|chinese|people's republic of china,bill
115_h.r.6010,115,hr,hr6010,china|chinese,bill
115_h.r.6053,115,hr,hr6053,china|chinese,bill
115_h.r.6147,115,hr,hr6147,china,bill
115_h.r.6157,115,hr,hr6157,china|people's republic of china,bill
115_h.r.6237,115,hr,hr6237,china,bill
115_h.r.6241,115,hr,hr6241,china|chinese,bill
115_h.r.6282,115,hr,hr6282,prc,bill
115_h.r.6339,115,hr,hr6339,china,bill
115_h.r.6385,115,hr,hr6385,china|people's republic of china,bill
115_h.r.6888,115,hr,hr6888,china,bill
115_h.r.7036,115,hr,hr7036,china,bill
115_h.r.7091,115,hr,hr7091,china|people's republic of china,bill
115_h.r.7123,115,hr,hr7123,china|chinese,bill
115_h.r.7255,115,hr,hr7255,china|chinese,bill
115_h.r.7384,115,hr,hr7384,china|people's republic of china,bill
115_h.res.18,115,hres,hres18,china|chinese|people's republic of china,simple_res
115_h.res.30,115,hres,hres30,china|chinese|national people's congress,simple_res
115_h.res.65,115,hres,hres65,china|chinese|people's republic of china,simple_res
115_h.res.92,115,hres,hres92,china|people's republic of china,simple_res
115_h.res.153,115,hres,hres153,china|chinese|people's republic of china,simple_res
115_h.res.223,115,hres,hres223,china|chinese|prc|people's republic of china,simple_res
115_h.res.268,115,hres,hres268,china,simple_res
115_h.res.311,115,hres,hres311,china,simple_res
115_h.res.321,115,hres,hres321,china|chinese,simple_res
115_h.res.339,115,hres,hres339,china,simple_res
115_h.res.401,115,hres,hres401,china,simple_res
115_h.res.422,115,hres,hres422,china|people's republic of china,simple_res
115_h.res.434,115,hres,hres434,china|chinese|people's republic of china,simple_res
115_h.res.445,115,hres,hres445,china|chinese|people's republic of china,simple_res
115_h.res.484,115,hres,hres484,china|chinese|people's republic of china,simple_res
115_h.res.743,115,hres,hres743,china,simple_res
115_h.res.795,115,hres,hres795,china|chinese,simple_res
115_h.res.898,115,hres,hres898,china|shenzhen,simple_res
115_h.res.932,115,hres,hres932,china|chinese|chinese communist party,simple_res
115_h.res.976,115,hres,hres976,china,simple_res
115_h.res.1018,115,hres,hres1018,china,simple_res
115_h.res.1024,115,hres,hres1024,china,simple_res
115_h.res.1177,115,hres,hres1177,china,simple_res
115_s.120,115,s,s120,china,bill
115_s.281,115,s,s281,chinese,bill
115_s.371,115,s,s371,china,bill
115_s.417,115,s,s417,china,bill
115_s.450,115,s,s450,china,bill
115_s.622,115,s,s622,pla,bill
115_s.659,115,s,s659,china|chinese|people's republic of china,bill
115_s.821,115,s,s821,china|chinese|people's republic of china,bill
115_s.1050,115,s,s1050,china|chinese,bill
115_s.1055,115,s,s1055,china|chinese,bill
115_s.1118,115,s,s1118,china|chinese,bill
115_s.1187,115,s,s1187,china,bill
115_s.1519,115,s,s1519,china,bill
115_s.1562,115,s,s1562,chinese,bill
115_s.1631,115,s,s1631,china,bill
115_s.1662,115,s,s1662,china|chinese,bill
115_s.1780,115,s,s1780,china|people's republic of china,bill
115_s.1877,115,s,s1877,chinese,bill
115_s.1901,115,s,s1901,china|chinese,bill
115_s.1955,115,s,s1955,china|chinese,bill
115_s.2098,115,s,s2098,china,bill
115_s.2313,115,s,s2313,china,bill
115_s.2391,115,s,s2391,china,bill
115_s.2401,115,s,s2401,china,bill
115_s.2736,115,s,s2736,china,bill
115_s.2826,115,s,s2826,china|chinese|people's republic of china,bill
115_s.2872,115,s,s2872,china,bill
115_s.2952,115,s,s2952,china,bill
115_s.2962,115,s,s2962,china,bill
115_s.2985,115,s,s2985,china|chinese,bill
115_s.2987,115,s,s2987,china,bill
115_s.3108,115,s,s3108,china|people's republic of china,bill
115_s.3142,115,s,s3142,china,bill
115_s.3148,115,s,s3148,china|chinese,bill
115_s.3153,115,s,s3153,china,bill
115_s.3171,115,s,s3171,china|chinese|communist party of china,bill
115_s.3255,115,s,s3255,china,bill
115_s.3361,115,s,s3361,china|chinese|people's republic of china,bill
115_s.3455,115,s,s3455,china,bill
115_s.3486,115,s,s3486,china,bill
115_s.3622,115,s,s3622,china|chinese,bill
115_s.3667,115,s,s3667,china,bill
115_s.3749,115,s,s3749,china,bill
115_s.3799,115,s,s3799,china,bill
115_s.amdt.3553,115,samdt,samdt3553,china|people's republic of china,amendment
115_s.amdt.3998,115,samdt,samdt3998,china|people's republic of china,amendment
115_s.con.res.21,115,sconres,sconres21,china|chinese|people's republic of china,concurrent_res
115_s.con.res.30,115,sconres,sconres30,china|chinese|people's republic of china,concurrent_res
115_s.j.res.69,115,sjres,sjres69,china,joint_res
115_s.res.10,115,sres,sres10,china,simple_res
115_s.res.83,115,sres,sres83,china,simple_res
115_s.res.92,115,sres,sres92,china,simple_res
115_s.res.116,115,sres,sres116,china,simple_res
115_s.res.157,115,sres,sres157,china,simple_res
115_s.res.220,115,sres,sres220,china|communist party of china,simple_res
115_s.res.223,115,sres,sres223,china|chinese|people's republic of china,simple_res
115_s.res.408,115,sres,sres408,china,simple_res
115_s.res.429,115,sres,sres429,china,simple_res
115_s.res.587,115,sres,sres587,china,simple_res
115_s.res.598,115,sres,sres598,china,simple_res
115_s.res.667,115,sres,sres667,china|people's republic of china,simple_res
116_h.amdt.573,116,hamdt,hamdt573,chinese,amendment
116_h.amdt.575,116,hamdt,hamdt575,china,amendment
116_h.amdt.578,116,hamdt,hamdt578,china,amendment
116_h.amdt.584,116,hamdt,hamdt584,chinese,amendment
116_h.amdt.666,116,hamdt,hamdt666,china,amendment
116_h.amdt.810,116,hamdt,hamdt810,chinese,amendment
116_h.con.res.38,116,hconres,hconres38,china,concurrent_res
116_h.con.res.39,116,hconres,hconres39,china,concurrent_res
116_h.con.res.91,116,hconres,hconres91,china|chinese,concurrent_res
116_h.con.res.97,116,hconres,hconres97,china|chinese,concurrent_res
116_h.con.res.104,116,hconres,hconres104,china|chinese|chinese communist party,concurrent_res
116_h.con.res.108,116,hconres,hconres108,china|chinese|chinese communist party,concurrent_res
116_h.con.res.110,116,hconres,hconres110,china|chinese|people's republic of china,concurrent_res
116_h.con.res.116,116,hconres,hconres116,china,concurrent_res
116_h.con.res.117,116,hconres,hconres117,china,concurrent_res
116_h.con.res.121,116,hconres,hconres121,china|people's republic of china,concurrent_res
116_h.j.res.31,116,hjres,hjres31,china|chinese|prc|people's republic of china,joint_res
116_h.r.12,116,hr,hr12,china|chinese|chinese communist party,bill
116_h.r.21,116,hr,hr21,china,bill
116_h.r.133,116,hr,hr133,china|chinese|people's republic of china|chinese communist party,bill
116_h.r.237,116,hr,hr237,china,bill
116_h.r.266,116,hr,hr266,china,bill
116_h.r.353,116,hr,hr353,china,bill
116_h.r.595,116,hr,hr595,china|chinese,bill
116_h.r.602,116,hr,hr602,china|chinese,bill
116_h.r.648,116,hr,hr648,china,bill
116_h.r.649,116,hr,hr649,china|chinese,bill
116_h.r.704,116,hr,hr704,china|chinese|people's republic of china,bill
116_h.r.739,116,hr,hr739,china,bill
116_h.r.826,116,hr,hr826,china,bill
116_h.r.889,116,hr,hr889,china,bill
116_h.r.902,116,hr,hr902,china|chinese|people's republic of china,bill
116_h.r.1025,116,hr,hr1025,china|chinese|people's republic of china,bill
116_h.r.1044,116,hr,hr1044,china,bill
116_h.r.1158,116,hr,hr1158,china|chinese|people's republic of china,bill
116_h.r.1231,116,hr,hr1231,china,bill
116_h.r.1452,116,hr,hr1452,china|people's republic of china,bill
116_h.r.1471,116,hr,hr1471,china,bill
116_h.r.1542,116,hr,hr1542,china|chinese|people's republic of china,bill
116_h.r.1678,116,hr,hr1678,china,bill
116_h.r.1811,116,hr,hr1811,china|chinese|chinese communist party|communist party of china,bill
116_h.r.1865,116,hr,hr1865,china|chinese|people's republic of china,bill
116_h.r.2002,116,hr,hr2002,china,bill
116_h.r.2063,116,hr,hr2063,china,bill
116_h.r.2226,116,hr,hr2226,china,bill
116_h.r.2331,116,hr,hr2331,china|people's republic of china,bill
116_h.r.2483,116,hr,hr2483,china,bill
116_h.r.2514,116,hr,hr2514,china,bill
116_h.r.2565,116,hr,hr2565,china|chinese|chinese communist party|ccp,bill
116_h.r.2615,116,hr,hr2615,china,bill
116_h.r.2707,116,hr,hr2707,china|people's republic of china,bill
116_h.r.2713,116,hr,hr2713,china|chinese|pla|people's liberation army,bill
116_h.r.2739,116,hr,hr2739,china|people's republic of china,bill
116_h.r.2740,116,hr,hr2740,china,bill
116_h.r.2759,116,hr,hr2759,china,bill
116_h.r.2839,116,hr,hr2839,china|people's republic of china,bill
116_h.r.2841,116,hr,hr2841,china|chinese,bill
116_h.r.2903,116,hr,hr2903,china,bill
116_h.r.2949,116,hr,hr2949,china,bill
116_h.r.3124,116,hr,hr3124,china,bill
116_h.r.3230,116,hr,hr3230,china,bill
116_h.r.3233,116,hr,hr3233,china,bill
116_h.r.3289,116,hr,hr3289,china,bill
116_h.r.3407,116,hr,hr3407,china|chinese,bill
116_h.r.3476,116,hr,hr3476,china,bill
116_h.r.3494,116,hr,hr3494,china,bill
116_h.r.3508,116,hr,hr3508,china|chinese|people's republic of china,bill
116_h.r.3532,116,hr,hr3532,china|chinese|people's republic of china,bill
116_h.r.3759,116,hr,hr3759,china,bill
116_h.r.3763,116,hr,hr3763,china,bill
116_h.r.3997,116,hr,hr3997,china,bill
116_h.r.4209,116,hr,hr4209,china,bill
116_h.r.4270,116,hr,hr4270,china,bill
116_h.r.4331,116,hr,hr4331,china|chinese,bill
116_h.r.4448,116,hr,hr4448,china,bill
116_h.r.4459,116,hr,hr4459,china,bill
116_h.r.4551,116,hr,hr4551,china|chinese|people's republic of china,bill
116_h.r.4644,116,hr,hr4644,china,bill
116_h.r.4754,116,hr,hr4754,china,bill
116_h.r.4863,116,hr,hr4863,china,bill
116_h.r.4973,116,hr,hr4973,china,bill
116_h.r.4998,116,hr,hr4998,china,bill
116_h.r.5044,116,hr,hr5044,china,bill
116_h.r.5051,116,hr,hr5051,china,bill
116_h.r.5125,116,hr,hr5125,china,bill
116_h.r.5228,116,hr,hr5228,chinese,bill
116_h.r.5327,116,hr,hr5327,china,bill
116_h.r.5470,116,hr,hr5470,china,bill
116_h.r.5535,116,hr,hr5535,china|beijing,bill
116_h.r.5625,116,hr,hr5625,china,bill
116_h.r.5646,116,hr,hr5646,china,bill
116_h.r.5661,116,hr,hr5661,china|chinese,bill
116_h.r.5725,116,hr,hr5725,china|chinese,bill
116_h.r.5830,116,hr,hr5830,china|chinese,bill
116_h.r.5846,116,hr,hr5846,china|chinese,bill
116_h.r.5927,116,hr,hr5927,china|chinese,bill
116_h.r.5932,116,hr,hr5932,china|chinese|people's republic of china,bill
116_h.r.5982,116,hr,hr5982,china|chinese,bill
116_h.r.6014,116,hr,hr6014,china,bill
116_h.r.6086,116,hr,hr6086,china,bill
116_h.r.6089,116,hr,hr6089,china,bill
116_h.r.6152,116,hr,hr6152,china|chinese|chinese communist party,bill
116_h.r.6208,116,hr,hr6208,china,bill
116_h.r.6210,116,hr,hr6210,china|people's republic of china,bill
116_h.r.6237,116,hr,hr6237,prc,bill
116_h.r.6270,116,hr,hr6270,china,bill
116_h.r.6287,116,hr,hr6287,china,bill
116_h.r.6386,116,hr,hr6386,china|chinese|people's republic of china,bill
116_h.r.6388,116,hr,hr6388,china,bill
116_h.r.6393,116,hr,hr6393,china,bill
116_h.r.6395,116,hr,hr6395,china,bill
116_h.r.6405,116,hr,hr6405,china|chinese|people's republic of china,bill
116_h.r.6406,116,hr,hr6406,china,bill
116_h.r.6444,116,hr,hr6444,china,bill
116_h.r.6471,116,hr,hr6471,china,bill
116_h.r.6482,116,hr,hr6482,china|chinese,bill
116_h.r.6519,116,hr,hr6519,chinese|chinese communist party,bill
116_h.r.6560,116,hr,hr6560,china,bill
116_h.r.6570,116,hr,hr6570,china,bill
116_h.r.6598,116,hr,hr6598,china|chinese|people's republic of china,bill
116_h.r.6613,116,hr,hr6613,china,bill
116_h.r.6623,116,hr,hr6623,chinese,bill
116_h.r.6665,116,hr,hr6665,china,bill
116_h.r.6706,116,hr,hr6706,china|chinese|people's republic of china,bill
116_h.r.6711,116,hr,hr6711,china,bill
116_h.r.6740,116,hr,hr6740,china,bill
116_h.r.6800,116,hr,hr6800,china|prc,bill
116_h.r.6829,116,hr,hr6829,china,bill
116_h.r.6833,116,hr,hr6833,china,bill
116_h.r.6853,116,hr,hr6853,china,bill
116_h.r.6863,116,hr,hr6863,china|chinese|people's republic of china,bill
116_h.r.6885,116,hr,hr6885,china,bill
116_h.r.6903,116,hr,hr6903,china,bill
116_h.r.6915,116,hr,hr6915,china,bill
116_h.r.6916,116,hr,hr6916,china,bill
116_h.r.6942,116,hr,hr6942,china|chinese|chinese communist party,bill
116_h.r.6945,116,hr,hr6945,china|people's republic of china,bill
116_h.r.6946,116,hr,hr6946,china|people's republic of china,bill
116_h.r.6947,116,hr,hr6947,china|people's republic of china,bill
116_h.r.6948,116,hr,hr6948,china|people's republic of china,bill
116_h.r.6969,116,hr,hr6969,china|chinese|chinese communist party,bill
116_h.r.6974,116,hr,hr6974,china,bill
116_h.r.7000,116,hr,hr7000,china|chinese|chinese communist party,bill
116_h.r.7001,116,hr,hr7001,china,bill
116_h.r.7007,116,hr,hr7007,china|chinese|people's republic of china,bill
116_h.r.7028,116,hr,hr7028,china,bill
116_h.r.7033,116,hr,hr7033,china|chinese|chinese communist party,bill
116_h.r.7064,116,hr,hr7064,china|chinese|pla,bill
116_h.r.7083,116,hr,hr7083,china,bill
116_h.r.7138,116,hr,hr7138,china|chinese,bill
116_h.r.7139,116,hr,hr7139,china|chinese,bill
116_h.r.7148,116,hr,hr7148,china,bill
116_h.r.7178,116,hr,hr7178,china,bill
116_h.r.7181,116,hr,hr7181,china|chinese|people's republic of china,bill
116_h.r.7184,116,hr,hr7184,china|people's republic of china,bill
116_h.r.7202,116,hr,hr7202,china|people's republic of china,bill
116_h.r.7224,116,hr,hr7224,china|chinese|chinese communist party,bill
116_h.r.7234,116,hr,hr7234,china,bill
116_h.r.7249,116,hr,hr7249,china|chinese,bill
116_h.r.7311,116,hr,hr7311,china|chinese|people's republic of china,bill
116_h.r.7414,116,hr,hr7414,china,bill
116_h.r.7415,116,hr,hr7415,china,bill
116_h.r.7423,116,hr,hr7423,china|people's republic of china,bill
116_h.r.7428,116,hr,hr7428,china,bill
116_h.r.7440,116,hr,hr7440,china,bill
116_h.r.7484,116,hr,hr7484,china|chinese|people's republic of china,bill
116_h.r.7594,116,hr,hr7594,china,bill
116_h.r.7601,116,hr,hr7601,china|chinese,bill
116_h.r.7608,116,hr,hr7608,china,bill
116_h.r.7610,116,hr,hr7610,china,bill
116_h.r.7665,116,hr,hr7665,china|chinese,bill
116_h.r.7675,116,hr,hr7675,china,bill
116_h.r.7703,116,hr,hr7703,china,bill
116_h.r.7814,116,hr,hr7814,china|people's republic of china,bill
116_h.r.7818,116,hr,hr7818,china,bill
116_h.r.7842,116,hr,hr7842,china,bill
116_h.r.7855,116,hr,hr7855,china,bill
116_h.r.7856,116,hr,hr7856,china,bill
116_h.r.7924,116,hr,hr7924,china|chinese,bill
116_h.r.7937,116,hr,hr7937,china|chinese|chinese communist party|ccp,bill
116_h.r.7938,116,hr,hr7938,china|ccp|communist party of china,bill
116_h.r.7939,116,hr,hr7939,china|chinese,bill
116_h.r.7980,116,hr,hr7980,china,bill
116_h.r.7981,116,hr,hr7981,china|chinese|people's republic of china|chinese communist party,bill
116_h.r.7982,116,hr,hr7982,china|people's republic of china,bill
116_h.r.8058,116,hr,hr8058,china|chinese|people's republic of china|chinese communist party,bill
116_h.r.8134,116,hr,hr8134,china,bill
116_h.r.8163,116,hr,hr8163,china|chinese,bill
116_h.r.8164,116,hr,hr8164,china|chinese,bill
116_h.r.8186,116,hr,hr8186,china,bill
116_h.r.8197,116,hr,hr8197,china|chinese,bill
